date,blood_group,units_demanded
2015-06-09,O,626
2015-06-10,A,306
2015-06-10,AB,81
2015-06-10,B,406
2015-06-10,O,580
2015-06-11,A,329
2015-06-11,AB,89
2015-06-11,B,377
2015-06-11,O,623
2015-06-12,A,345
2015-06-12,AB,72
2015-06-12,B,364
2015-06-12,O,613
2015-06-13,A,280
2015-06-13,AB,67
2015-06-13,B,368
2015-06-13,O,566
2015-06-14,A,252
2015-06-14,AB,71
2015-06-14,B,397
2015-06-14,O,617
2015-06-15,A,347
2015-06-15,AB,82
2015-06-15,B,418
2015-06-15,O,674
2015-06-16,A,345
2015-06-16,AB,89
2015-06-16,B,402
2015-06-16,O,638
2015-06-17,A,334
2015-06-17,AB,74
2015-06-17,B,472
2015-06-17,O,1197
2015-06-18,A,345
2015-06-18,AB,66
2015-06-18,B,416
2015-06-18,O,655
2015-06-19,A,311
2015-06-19,AB,92
2015-06-19,B,407
2015-06-19,O,607
2015-06-20,A,283
2015-06-20,AB,65
2015-06-20,B,336
2015-06-20,O,561
2015-06-21,A,332
2015-06-21,AB,64
2015-06-21,B,358
2015-06-21,O,580
2015-06-22,A,298
2015-06-22,AB,70
2015-06-22,B,386
2015-06-22,O,604
2015-06-23,A,327
2015-06-23,AB,85
2015-06-23,B,371
2015-06-23,O,591
2015-06-24,A,281
2015-06-24,AB,72
2015-06-24,B,408
2015-06-24,O,571
2015-06-25,A,295
2015-06-25,AB,73
2015-06-25,B,356
2015-06-25,O,533
2015-06-26,A,277
2015-06-26,AB,49
2015-06-26,B,342
2015-06-26,O,530
2015-06-27,A,264
2015-06-27,AB,57
2015-06-27,B,297
2015-06-27,O,535
2015-06-28,A,277
2015-06-28,AB,45
2015-06-28,B,334
2015-06-28,O,560
2015-06-29,A,294
2015-06-29,AB,76
2015-06-29,B,373
2015-06-29,O,581
2015-06-30,A,271
2015-06-30,AB,49
2015-06-30,B,376
2015-06-30,O,585
2015-07-01,A,295
2015-07-01,AB,61
2015-07-01,B,308
2015-07-01,O,531
2015-07-02,A,316
2015-07-02,AB,60
2015-07-02,B,332
2015-07-02,O,496
2015-07-03,A,305
2015-07-03,AB,71
2015-07-03,B,351
2015-07-03,O,513
2015-07-04,A,255
2015-07-04,AB,52
2015-07-04,B,297
2015-07-04,O,473
2015-07-05,A,277
2015-07-05,AB,72
2015-07-05,B,315
2015-07-05,O,494
2015-07-06,A,329
2015-07-06,AB,58
2015-07-06,B,331
2015-07-06,O,534
2015-07-07,A,313
2015-07-07,AB,62
2015-07-07,B,338
2015-07-07,O,528
2015-07-08,A,316
2015-07-08,AB,45
2015-07-08,B,344
2015-07-08,O,584
2015-07-09,A,294
2015-07-09,AB,57
2015-07-09,B,345
2015-07-09,O,598
2015-07-10,A,288
2015-07-10,AB,55
2015-07-10,B,342
2015-07-10,O,561
2015-07-11,A,290
2015-07-11,AB,48
2015-07-11,B,298
2015-07-11,O,513
2015-07-12,A,277
2015-07-12,AB,63
2015-07-12,B,351
2015-07-12,O,550
2015-07-13,A,293
2015-07-13,AB,64
2015-07-13,B,381
2015-07-13,O,514
2015-07-14,A,271
2015-07-14,AB,70
2015-07-14,B,290
2015-07-14,O,505
2015-07-15,A,235
2015-07-15,AB,64
2015-07-15,B,335
2015-07-15,O,506
2015-07-16,A,265
2015-07-16,AB,62
2015-07-16,B,315
2015-07-16,O,440
2015-07-17,A,236
2015-07-17,AB,56
2015-07-17,B,272
2015-07-17,O,478
2015-07-18,A,234
2015-07-18,AB,54
2015-07-18,B,261
2015-07-18,O,427
2015-07-19,A,255
2015-07-19,AB,41
2015-07-19,B,256
2015-07-19,O,425
2015-07-20,A,276
2015-07-20,AB,54
2015-07-20,B,295
2015-07-20,O,488
2015-07-21,A,244
2015-07-21,AB,64
2015-07-21,B,277
2015-07-21,O,461
2015-07-22,A,265
2015-07-22,AB,60
2015-07-22,B,292
2015-07-22,O,482
2015-07-23,A,245
2015-07-23,AB,65
2015-07-23,B,328
2015-07-23,O,485
2015-07-24,A,258
2015-07-24,AB,59
2015-07-24,B,316
2015-07-24,O,457
2015-07-25,A,255
2015-07-25,AB,64
2015-07-25,B,317
2015-07-25,O,434
2015-07-26,A,246
2015-07-26,AB,97
2015-07-26,B,354
2015-07-26,O,445
2015-07-27,A,278
2015-07-27,AB,82
2015-07-27,B,315
2015-07-27,O,497
2015-07-28,A,292
2015-07-28,AB,67
2015-07-28,B,355
2015-07-28,O,493
2015-07-29,A,271
2015-07-29,AB,82
2015-07-29,B,349
2015-07-29,O,491
2015-07-30,A,303
2015-07-30,AB,76
2015-07-30,B,362
2015-07-30,O,549
2015-07-31,A,286
2015-07-31,AB,68
2015-07-31,B,387
2015-07-31,O,515
2015-08-01,A,274
2015-08-01,AB,73
2015-08-01,B,358
2015-08-01,O,467
2015-08-02,A,276
2015-08-02,AB,69
2015-08-02,B,396
2015-08-02,O,479
2015-08-03,A,322
2015-08-03,AB,92
2015-08-03,B,405
2015-08-03,O,577
2015-08-04,A,289
2015-08-04,AB,83
2015-08-04,B,378
2015-08-04,O,563
2015-08-05,A,300
2015-08-05,AB,63
2015-08-05,B,411
2015-08-05,O,549
2015-08-06,A,278
2015-08-06,AB,74
2015-08-06,B,407
2015-08-06,O,559
2015-08-07,A,289
2015-08-07,AB,79
2015-08-07,B,405
2015-08-07,O,509
2015-08-08,A,258
2015-08-08,AB,95
2015-08-08,B,356
2015-08-08,O,482
2015-08-09,A,303
2015-08-09,AB,71
2015-08-09,B,333
2015-08-09,O,532
2015-08-10,A,300
2015-08-10,AB,61
2015-08-10,B,397
2015-08-10,O,568
2015-08-11,A,315
2015-08-11,AB,90
2015-08-11,B,362
2015-08-11,O,539
2015-08-12,A,341
2015-08-12,AB,92
2015-08-12,B,434
2015-08-12,O,540
2015-08-13,A,382
2015-08-13,AB,87
2015-08-13,B,460
2015-08-13,O,562
2015-08-14,A,338
2015-08-14,AB,105
2015-08-14,B,482
2015-08-14,O,578
2015-08-15,A,352
2015-08-15,AB,83
2015-08-15,B,422
2015-08-15,O,527
2015-08-16,A,318
2015-08-16,AB,87
2015-08-16,B,419
2015-08-16,O,641
2015-08-17,A,418
2015-08-17,AB,100
2015-08-17,B,439
2015-08-17,O,653
2015-08-18,A,421
2015-08-18,AB,89
2015-08-18,B,482
2015-08-18,O,658
2015-08-19,A,427
2015-08-19,AB,84
2015-08-19,B,503
2015-08-19,O,671
2015-08-20,A,416
2015-08-20,AB,103
2015-08-20,B,535
2015-08-20,O,680
2015-08-21,A,430
2015-08-21,AB,119
2015-08-21,B,684
2015-08-21,O,692
2015-08-22,A,405
2015-08-22,AB,97
2015-08-22,B,640
2015-08-22,O,636
2015-08-23,A,395
2015-08-23,AB,116
2015-08-23,B,704
2015-08-23,O,622
2015-08-24,A,448
2015-08-24,AB,113
2015-08-24,B,702
2015-08-24,O,686
2015-08-25,A,459
2015-08-25,AB,109
2015-08-25,B,698
2015-08-25,O,627
2015-08-26,A,436
2015-08-26,AB,101
2015-08-26,B,757
2015-08-26,O,677
2015-08-27,A,460
2015-08-27,AB,98
2015-08-27,B,665
2015-08-27,O,698
2015-08-28,A,419
2015-08-28,AB,93
2015-08-28,B,725
2015-08-28,O,657
2015-08-29,A,361
2015-08-29,AB,83
2015-08-29,B,612
2015-08-29,O,619
2015-08-30,A,406
2015-08-30,AB,92
2015-08-30,B,657
2015-08-30,O,633
2015-08-31,A,419
2015-08-31,AB,99
2015-08-31,B,514
2015-08-31,O,668
2015-09-01,A,402
2015-09-01,AB,104
2015-09-01,B,515
2015-09-01,O,657
2015-09-02,A,425
2015-09-02,AB,94
2015-09-02,B,536
2015-09-02,O,650
2015-09-03,A,446
2015-09-03,AB,104
2015-09-03,B,887
2015-09-03,O,660
2015-09-04,A,407
2015-09-04,AB,88
2015-09-04,B,464
2015-09-04,O,632
2015-09-05,A,368
2015-09-05,AB,100
2015-09-05,B,418
2015-09-05,O,630
2015-09-06,A,399
2015-09-06,AB,96
2015-09-06,B,457
2015-09-06,O,648
2015-09-07,A,451
2015-09-07,AB,124
2015-09-07,B,525
2015-09-07,O,700
2015-09-08,A,425
2015-09-08,AB,107
2015-09-08,B,492
2015-09-08,O,706
2015-09-09,A,432
2015-09-09,AB,100
2015-09-09,B,500
2015-09-09,O,703
2015-09-10,A,409
2015-09-10,AB,106
2015-09-10,B,518
2015-09-10,O,724
2015-09-11,A,398
2015-09-11,AB,91
2015-09-11,B,424
2015-09-11,O,726
2015-09-12,A,389
2015-09-12,AB,97
2015-09-12,B,425
2015-09-12,O,645
2015-09-13,A,360
2015-09-13,AB,85
2015-09-13,B,459
2015-09-13,O,631
2015-09-14,A,460
2015-09-14,AB,104
2015-09-14,B,432
2015-09-14,O,699
2015-09-15,A,409
2015-09-15,AB,89
2015-09-15,B,428
2015-09-15,O,676
2015-09-16,A,457
2015-09-16,AB,114
2015-09-16,B,476
2015-09-16,O,673
2015-09-17,A,444
2015-09-17,AB,87
2015-09-17,B,459
2015-09-17,O,676
2015-09-18,A,404
2015-09-18,AB,93
2015-09-18,B,457
2015-09-18,O,704
2015-09-19,A,406
2015-09-19,AB,96
2015-09-19,B,414
2015-09-19,O,657
2015-09-20,A,427
2015-09-20,AB,93
2015-09-20,B,395
2015-09-20,O,645
2015-09-21,A,749
2015-09-21,AB,92
2015-09-21,B,469
2015-09-21,O,691
2015-09-22,A,405
2015-09-22,AB,81
2015-09-22,B,441
2015-09-22,O,688
2015-09-23,A,424
2015-09-23,AB,89
2015-09-23,B,444
2015-09-23,O,678
2015-09-24,A,398
2015-09-24,AB,79
2015-09-24,B,445
2015-09-24,O,622
2015-09-25,A,419
2015-09-25,AB,91
2015-09-25,B,443
2015-09-25,O,616
2015-09-26,A,351
2015-09-26,AB,66
2015-09-26,B,383
2015-09-26,O,567
2015-09-27,A,353
2015-09-27,AB,65
2015-09-27,B,400
2015-09-27,O,571
2015-09-28,A,411
2015-09-28,AB,80
2015-09-28,B,451
2015-09-28,O,596
2015-09-29,A,373
2015-09-29,AB,74
2015-09-29,B,414
2015-09-29,O,597
2015-09-30,A,413
2015-09-30,AB,90
2015-09-30,B,392
2015-09-30,O,645
2015-10-01,A,378
2015-10-01,AB,86
2015-10-01,B,423
2015-10-01,O,666
2015-10-02,A,372
2015-10-02,AB,82
2015-10-02,B,401
2015-10-02,O,702
2015-10-03,A,365
2015-10-03,AB,74
2015-10-03,B,369
2015-10-03,O,642
2015-10-04,A,364
2015-10-04,AB,72
2015-10-04,B,426
2015-10-04,O,620
2015-10-05,A,388
2015-10-05,AB,84
2015-10-05,B,445
2015-10-05,O,691
2015-10-06,A,374
2015-10-06,AB,73
2015-10-06,B,418
2015-10-06,O,612
2015-10-07,A,405
2015-10-07,AB,92
2015-10-07,B,386
2015-10-07,O,616
2015-10-08,A,366
2015-10-08,AB,88
2015-10-08,B,430
2015-10-08,O,637
2015-10-09,A,355
2015-10-09,AB,63
2015-10-09,B,415
2015-10-09,O,667
2015-10-10,A,355
2015-10-10,AB,79
2015-10-10,B,376
2015-10-10,O,616
2015-10-11,A,367
2015-10-11,AB,62
2015-10-11,B,332
2015-10-11,O,630
2015-10-12,A,411
2015-10-12,AB,90
2015-10-12,B,434
2015-10-12,O,647
2015-10-13,A,347
2015-10-13,AB,92
2015-10-13,B,397
2015-10-13,O,648
2015-10-14,A,350
2015-10-14,AB,80
2015-10-14,B,359
2015-10-14,O,651
2015-10-15,A,349
2015-10-15,AB,81
2015-10-15,B,430
2015-10-15,O,612
2015-10-16,A,365
2015-10-16,AB,80
2015-10-16,B,377
2015-10-16,O,609
2015-10-17,A,305
2015-10-17,AB,60
2015-10-17,B,368
2015-10-17,O,576
2015-10-18,A,331
2015-10-18,AB,82
2015-10-18,B,342
2015-10-18,O,552
2015-10-19,A,353
2015-10-19,AB,67
2015-10-19,B,395
2015-10-19,O,570
2015-10-20,A,340
2015-10-20,AB,89
2015-10-20,B,376
2015-10-20,O,564
2015-10-21,A,358
2015-10-21,AB,86
2015-10-21,B,364
2015-10-21,O,572
2015-10-22,A,340
2015-10-22,AB,93
2015-10-22,B,377
2015-10-22,O,628
2015-10-23,A,357
2015-10-23,AB,78
2015-10-23,B,391
2015-10-23,O,587
2015-10-24,A,338
2015-10-24,AB,88
2015-10-24,B,359
2015-10-24,O,554
2015-10-25,A,334
2015-10-25,AB,82
2015-10-25,B,388
2015-10-25,O,600
2015-10-26,A,340
2015-10-26,AB,92
2015-10-26,B,425
2015-10-26,O,668
2015-10-27,A,395
2015-10-27,AB,91
2015-10-27,B,798
2015-10-27,O,644
2015-10-28,A,396
2015-10-28,AB,92
2015-10-28,B,416
2015-10-28,O,656
2015-10-29,A,1117
2015-10-29,AB,95
2015-10-29,B,421
2015-10-29,O,1320
2015-10-30,A,395
2015-10-30,AB,100
2015-10-30,B,423
2015-10-30,O,656
2015-10-31,A,324
2015-10-31,AB,82
2015-10-31,B,387
2015-10-31,O,597
2015-11-01,A,379
2015-11-01,AB,96
2015-11-01,B,419
2015-11-01,O,637
2015-11-02,A,417
2015-11-02,AB,73
2015-11-02,B,457
2015-11-02,O,731
2015-11-03,A,400
2015-11-03,AB,106
2015-11-03,B,422
2015-11-03,O,706
2015-11-04,A,441
2015-11-04,AB,105
2015-11-04,B,461
2015-11-04,O,728
2015-11-05,A,432
2015-11-05,AB,96
2015-11-05,B,465
2015-11-05,O,689
2015-11-06,A,398
2015-11-06,AB,104
2015-11-06,B,463
2015-11-06,O,699
2015-11-07,A,367
2015-11-07,AB,104
2015-11-07,B,411
2015-11-07,O,640
2015-11-08,A,372
2015-11-08,AB,99
2015-11-08,B,419
2015-11-08,O,690
2015-11-09,A,431
2015-11-09,AB,115
2015-11-09,B,458
2015-11-09,O,738
2015-11-10,A,414
2015-11-10,AB,72
2015-11-10,B,406
2015-11-10,O,693
2015-11-11,A,417
2015-11-11,AB,94
2015-11-11,B,414
2015-11-11,O,627
2015-11-12,A,388
2015-11-12,AB,87
2015-11-12,B,435
2015-11-12,O,669
2015-11-13,A,402
2015-11-13,AB,81
2015-11-13,B,420
2015-11-13,O,686
2015-11-14,A,405
2015-11-14,AB,101
2015-11-14,B,392
2015-11-14,O,624
2015-11-15,A,421
2015-11-15,AB,96
2015-11-15,B,391
2015-11-15,O,568
2015-11-16,A,423
2015-11-16,AB,97
2015-11-16,B,451
2015-11-16,O,755
2015-11-17,A,421
2015-11-17,AB,95
2015-11-17,B,435
2015-11-17,O,660
2015-11-18,A,399
2015-11-18,AB,117
2015-11-18,B,421
2015-11-18,O,672
2015-11-19,A,429
2015-11-19,AB,91
2015-11-19,B,452
2015-11-19,O,655
2015-11-20,A,460
2015-11-20,AB,101
2015-11-20,B,415
2015-11-20,O,686
2015-11-21,A,387
2015-11-21,AB,80
2015-11-21,B,407
2015-11-21,O,650
2015-11-22,A,452
2015-11-22,AB,91
2015-11-22,B,397
2015-11-22,O,645
2015-11-23,A,455
2015-11-23,AB,97
2015-11-23,B,442
2015-11-23,O,718
2015-11-24,A,417
2015-11-24,AB,70
2015-11-24,B,403
2015-11-24,O,681
2015-11-25,A,403
2015-11-25,AB,89
2015-11-25,B,441
2015-11-25,O,682
2015-11-26,A,397
2015-11-26,AB,86
2015-11-26,B,468
2015-11-26,O,675
2015-11-27,A,441
2015-11-27,AB,90
2015-11-27,B,426
2015-11-27,O,675
2015-11-28,A,396
2015-11-28,AB,93
2015-11-28,B,362
2015-11-28,O,652
2015-11-29,A,405
2015-11-29,AB,106
2015-11-29,B,443
2015-11-29,O,650
2015-11-30,A,423
2015-11-30,AB,108
2015-11-30,B,418
2015-11-30,O,666
2015-12-01,A,415
2015-12-01,AB,78
2015-12-01,B,450
2015-12-01,O,666
2015-12-02,A,420
2015-12-02,AB,90
2015-12-02,B,442
2015-12-02,O,614
2015-12-03,A,404
2015-12-03,AB,85
2015-12-03,B,421
2015-12-03,O,622
2015-12-04,A,397
2015-12-04,AB,90
2015-12-04,B,401
2015-12-04,O,617
2015-12-05,A,377
2015-12-05,AB,90
2015-12-05,B,391
2015-12-05,O,579
2015-12-06,A,410
2015-12-06,AB,69
2015-12-06,B,416
2015-12-06,O,626
2015-12-07,A,449
2015-12-07,AB,78
2015-12-07,B,441
2015-12-07,O,658
2015-12-08,A,445
2015-12-08,AB,89
2015-12-08,B,455
2015-12-08,O,612
2015-12-09,A,440
2015-12-09,AB,181
2015-12-09,B,456
2015-12-09,O,662
2015-12-10,A,431
2015-12-10,AB,116
2015-12-10,B,430
2015-12-10,O,710
2015-12-11,A,406
2015-12-11,AB,84
2015-12-11,B,450
2015-12-11,O,604
2015-12-12,A,389
2015-12-12,AB,81
2015-12-12,B,422
2015-12-12,O,591
2015-12-13,A,431
2015-12-13,AB,80
2015-12-13,B,425
2015-12-13,O,615
2015-12-14,A,401
2015-12-14,AB,105
2015-12-14,B,478
2015-12-14,O,603
2015-12-15,A,410
2015-12-15,AB,89
2015-12-15,B,453
2015-12-15,O,642
2015-12-16,A,424
2015-12-16,AB,112
2015-12-16,B,461
2015-12-16,O,672
2015-12-17,A,412
2015-12-17,AB,97
2015-12-17,B,471
2015-12-17,O,702
2015-12-18,A,383
2015-12-18,AB,90
2015-12-18,B,457
2015-12-18,O,700
2015-12-19,A,385
2015-12-19,AB,88
2015-12-19,B,467
2015-12-19,O,639
2015-12-20,A,406
2015-12-20,AB,77
2015-12-20,B,470
2015-12-20,O,620
2015-12-21,A,420
2015-12-21,AB,83
2015-12-21,B,498
2015-12-21,O,670
2015-12-22,A,401
2015-12-22,AB,88
2015-12-22,B,492
2015-12-22,O,629
2015-12-23,A,448
2015-12-23,AB,108
2015-12-23,B,478
2015-12-23,O,652
2015-12-24,A,389
2015-12-24,AB,78
2015-12-24,B,433
2015-12-24,O,672
2015-12-25,A,371
2015-12-25,AB,110
2015-12-25,B,438
2015-12-25,O,661
2015-12-26,A,354
2015-12-26,AB,80
2015-12-26,B,399
2015-12-26,O,564
2015-12-27,A,380
2015-12-27,AB,87
2015-12-27,B,369
2015-12-27,O,554
2015-12-28,A,416
2015-12-28,AB,97
2015-12-28,B,401
2015-12-28,O,614
2015-12-29,A,367
2015-12-29,AB,76
2015-12-29,B,411
2015-12-29,O,586
2015-12-30,A,414
2015-12-30,AB,82
2015-12-30,B,390
2015-12-30,O,626
2015-12-31,A,386
2015-12-31,AB,105
2015-12-31,B,442
2015-12-31,O,591
2016-01-01,A,416
2016-01-01,AB,81
2016-01-01,B,388
2016-01-01,O,572
2016-01-02,A,377
2016-01-02,AB,83
2016-01-02,B,380
2016-01-02,O,547
2016-01-03,A,351
2016-01-03,AB,84
2016-01-03,B,384
2016-01-03,O,563
2016-01-04,A,414
2016-01-04,AB,86
2016-01-04,B,372
2016-01-04,O,575
2016-01-05,A,373
2016-01-05,AB,77
2016-01-05,B,390
2016-01-05,O,555
2016-01-06,A,369
2016-01-06,AB,98
2016-01-06,B,451
2016-01-06,O,562
2016-01-07,A,402
2016-01-07,AB,96
2016-01-07,B,394
2016-01-07,O,529
2016-01-08,A,329
2016-01-08,AB,82
2016-01-08,B,386
2016-01-08,O,582
2016-01-09,A,374
2016-01-09,AB,81
2016-01-09,B,300
2016-01-09,O,448
2016-01-10,A,352
2016-01-10,AB,76
2016-01-10,B,333
2016-01-10,O,513
2016-01-11,A,378
2016-01-11,AB,78
2016-01-11,B,350
2016-01-11,O,578
2016-01-12,A,361
2016-01-12,AB,89
2016-01-12,B,361
2016-01-12,O,508
2016-01-13,A,365
2016-01-13,AB,94
2016-01-13,B,835
2016-01-13,O,542
2016-01-14,A,381
2016-01-14,AB,69
2016-01-14,B,409
2016-01-14,O,585
2016-01-15,A,325
2016-01-15,AB,74
2016-01-15,B,341
2016-01-15,O,529
2016-01-16,A,308
2016-01-16,AB,58
2016-01-16,B,345
2016-01-16,O,472
2016-01-17,A,313
2016-01-17,AB,85
2016-01-17,B,354
2016-01-17,O,531
2016-01-18,A,358
2016-01-18,AB,83
2016-01-18,B,355
2016-01-18,O,524
2016-01-19,A,353
2016-01-19,AB,123
2016-01-19,B,368
2016-01-19,O,521
2016-01-20,A,367
2016-01-20,AB,90
2016-01-20,B,381
2016-01-20,O,552
2016-01-21,A,368
2016-01-21,AB,99
2016-01-21,B,357
2016-01-21,O,575
2016-01-22,A,367
2016-01-22,AB,88
2016-01-22,B,384
2016-01-22,O,565
2016-01-23,A,348
2016-01-23,AB,77
2016-01-23,B,377
2016-01-23,O,547
2016-01-24,A,380
2016-01-24,AB,73
2016-01-24,B,370
2016-01-24,O,543
2016-01-25,A,364
2016-01-25,AB,107
2016-01-25,B,381
2016-01-25,O,590
2016-01-26,A,369
2016-01-26,AB,78
2016-01-26,B,418
2016-01-26,O,608
2016-01-27,A,393
2016-01-27,AB,94
2016-01-27,B,406
2016-01-27,O,619
2016-01-28,A,375
2016-01-28,AB,85
2016-01-28,B,386
2016-01-28,O,671
2016-01-29,A,360
2016-01-29,AB,98
2016-01-29,B,451
2016-01-29,O,639
2016-01-30,A,339
2016-01-30,AB,93
2016-01-30,B,345
2016-01-30,O,582
2016-01-31,A,371
2016-01-31,AB,85
2016-01-31,B,360
2016-01-31,O,608
2016-02-01,A,400
2016-02-01,AB,90
2016-02-01,B,406
2016-02-01,O,652
2016-02-02,A,366
2016-02-02,AB,86
2016-02-02,B,367
2016-02-02,O,624
2016-02-03,A,423
2016-02-03,AB,81
2016-02-03,B,386
2016-02-03,O,610
2016-02-04,A,376
2016-02-04,AB,85
2016-02-04,B,450
2016-02-04,O,704
2016-02-05,A,378
2016-02-05,AB,92
2016-02-05,B,412
2016-02-05,O,624
2016-02-06,A,354
2016-02-06,AB,94
2016-02-06,B,331
2016-02-06,O,551
2016-02-07,A,352
2016-02-07,AB,90
2016-02-07,B,388
2016-02-07,O,556
2016-02-08,A,341
2016-02-08,AB,85
2016-02-08,B,441
2016-02-08,O,584
2016-02-09,A,333
2016-02-09,AB,100
2016-02-09,B,372
2016-02-09,O,573
2016-02-10,A,338
2016-02-10,AB,94
2016-02-10,B,399
2016-02-10,O,565
2016-02-11,A,317
2016-02-11,AB,87
2016-02-11,B,385
2016-02-11,O,554
2016-02-12,A,326
2016-02-12,AB,91
2016-02-12,B,365
2016-02-12,O,586
2016-02-13,A,334
2016-02-13,AB,72
2016-02-13,B,343
2016-02-13,O,502
2016-02-14,A,315
2016-02-14,AB,82
2016-02-14,B,379
2016-02-14,O,499
2016-02-15,A,363
2016-02-15,AB,85
2016-02-15,B,383
2016-02-15,O,544
2016-02-16,A,343
2016-02-16,AB,68
2016-02-16,B,386
2016-02-16,O,537
2016-02-17,A,324
2016-02-17,AB,91
2016-02-17,B,387
2016-02-17,O,544
2016-02-18,A,334
2016-02-18,AB,87
2016-02-18,B,396
2016-02-18,O,528
2016-02-19,A,309
2016-02-19,AB,90
2016-02-19,B,360
2016-02-19,O,516
2016-02-20,A,301
2016-02-20,AB,96
2016-02-20,B,360
2016-02-20,O,537
2016-02-21,A,295
2016-02-21,AB,84
2016-02-21,B,379
2016-02-21,O,474
2016-02-22,A,317
2016-02-22,AB,190
2016-02-22,B,355
2016-02-22,O,594
2016-02-23,A,344
2016-02-23,AB,81
2016-02-23,B,352
2016-02-23,O,543
2016-02-24,A,348
2016-02-24,AB,87
2016-02-24,B,412
2016-02-24,O,585
2016-02-25,A,369
2016-02-25,AB,88
2016-02-25,B,383
2016-02-25,O,588
2016-02-26,A,363
2016-02-26,AB,90
2016-02-26,B,374
2016-02-26,O,553
2016-02-27,A,348
2016-02-27,AB,94
2016-02-27,B,323
2016-02-27,O,514
2016-02-28,A,346
2016-02-28,AB,82
2016-02-28,B,376
2016-02-28,O,484
2016-02-29,A,374
2016-02-29,AB,85
2016-02-29,B,383
2016-02-29,O,567
2016-03-01,A,347
2016-03-01,AB,93
2016-03-01,B,378
2016-03-01,O,613
2016-03-02,A,320
2016-03-02,AB,83
2016-03-02,B,370
2016-03-02,O,531
2016-03-03,A,326
2016-03-03,AB,95
2016-03-03,B,381
2016-03-03,O,603
2016-03-04,A,303
2016-03-04,AB,88
2016-03-04,B,346
2016-03-04,O,530
2016-03-05,A,271
2016-03-05,AB,61
2016-03-05,B,376
2016-03-05,O,561
2016-03-06,A,283
2016-03-06,AB,76
2016-03-06,B,361
2016-03-06,O,520
2016-03-07,A,363
2016-03-07,AB,90
2016-03-07,B,332
2016-03-07,O,553
2016-03-08,A,346
2016-03-08,AB,75
2016-03-08,B,361
2016-03-08,O,571
2016-03-09,A,330
2016-03-09,AB,94
2016-03-09,B,403
2016-03-09,O,608
2016-03-10,A,323
2016-03-10,AB,89
2016-03-10,B,433
2016-03-10,O,643
2016-03-11,A,330
2016-03-11,AB,102
2016-03-11,B,395
2016-03-11,O,595
2016-03-12,A,318
2016-03-12,AB,79
2016-03-12,B,403
2016-03-12,O,584
2016-03-13,A,330
2016-03-13,AB,90
2016-03-13,B,387
2016-03-13,O,624
2016-03-14,A,325
2016-03-14,AB,83
2016-03-14,B,424
2016-03-14,O,630
2016-03-15,A,360
2016-03-15,AB,74
2016-03-15,B,420
2016-03-15,O,647
2016-03-16,A,329
2016-03-16,AB,91
2016-03-16,B,445
2016-03-16,O,651
2016-03-17,A,377
2016-03-17,AB,91
2016-03-17,B,418
2016-03-17,O,629
2016-03-18,A,390
2016-03-18,AB,96
2016-03-18,B,454
2016-03-18,O,694
2016-03-19,A,360
2016-03-19,AB,75
2016-03-19,B,387
2016-03-19,O,624
2016-03-20,A,349
2016-03-20,AB,69
2016-03-20,B,395
2016-03-20,O,683
2016-03-21,A,381
2016-03-21,AB,83
2016-03-21,B,418
2016-03-21,O,681
2016-03-22,A,368
2016-03-22,AB,92
2016-03-22,B,411
2016-03-22,O,695
2016-03-23,A,398
2016-03-23,AB,73
2016-03-23,B,420
2016-03-23,O,692
2016-03-24,A,398
2016-03-24,AB,84
2016-03-24,B,419
2016-03-24,O,685
2016-03-25,A,361
2016-03-25,AB,86
2016-03-25,B,392
2016-03-25,O,650
2016-03-26,A,298
2016-03-26,AB,73
2016-03-26,B,329
2016-03-26,O,628
2016-03-27,A,335
2016-03-27,AB,83
2016-03-27,B,377
2016-03-27,O,670
2016-03-28,A,387
2016-03-28,AB,87
2016-03-28,B,390
2016-03-28,O,681
2016-03-29,A,373
2016-03-29,AB,87
2016-03-29,B,444
2016-03-29,O,664
2016-03-30,A,391
2016-03-30,AB,94
2016-03-30,B,395
2016-03-30,O,684
2016-03-31,A,405
2016-03-31,AB,216
2016-03-31,B,419
2016-03-31,O,704
2016-04-01,A,367
2016-04-01,AB,81
2016-04-01,B,383
2016-04-01,O,700
2016-04-02,A,351
2016-04-02,AB,70
2016-04-02,B,366
2016-04-02,O,645
2016-04-03,A,348
2016-04-03,AB,72
2016-04-03,B,410
2016-04-03,O,643
2016-04-04,A,362
2016-04-04,AB,104
2016-04-04,B,401
2016-04-04,O,681
2016-04-05,A,368
2016-04-05,AB,90
2016-04-05,B,417
2016-04-05,O,619
2016-04-06,A,374
2016-04-06,AB,103
2016-04-06,B,410
2016-04-06,O,682
2016-04-07,A,383
2016-04-07,AB,109
2016-04-07,B,383
2016-04-07,O,772
2016-04-08,A,381
2016-04-08,AB,80
2016-04-08,B,412
2016-04-08,O,746
2016-04-09,A,340
2016-04-09,AB,82
2016-04-09,B,349
2016-04-09,O,671
2016-04-10,A,305
2016-04-10,AB,73
2016-04-10,B,345
2016-04-10,O,696
2016-04-11,A,338
2016-04-11,AB,75
2016-04-11,B,425
2016-04-11,O,727
2016-04-12,A,388
2016-04-12,AB,68
2016-04-12,B,601
2016-04-12,O,712
2016-04-13,A,356
2016-04-13,AB,94
2016-04-13,B,648
2016-04-13,O,761
2016-04-14,A,379
2016-04-14,AB,82
2016-04-14,B,630
2016-04-14,O,688
2016-04-15,A,349
2016-04-15,AB,92
