date,blood_group,opening_inventory,units_received,units_issued,units_discarded,closing_inventory
2017-01-19,B,1249,485,362,6,1366
2017-01-19,O,2500,722,523,13,2686
2017-01-20,A,1328,399,318,11,1398
2017-01-20,AB,318,100,96,2,320
2017-01-20,B,1366,404,369,8,1393
2017-01-20,O,2686,590,520,21,2735
2017-01-21,A,1398,422,309,4,1507
2017-01-21,AB,320,104,85,1,338
2017-01-21,B,1393,463,318,13,1525
2017-01-21,O,2735,689,480,16,2928
2017-01-22,A,1507,506,318,15,1680
2017-01-22,AB,338,130,67,4,397
2017-01-22,B,1525,551,348,12,1716
2017-01-22,O,2928,868,466,19,3311
2017-01-23,A,1680,289,344,8,1617
2017-01-23,AB,397,59,87,1,368
2017-01-23,B,1716,323,379,12,1648
2017-01-23,O,3311,420,522,14,3195
2017-01-24,A,1617,405,360,12,1650
2017-01-24,AB,368,92,84,1,375
2017-01-24,B,1648,472,411,10,1699
2017-01-24,O,3195,676,565,25,3281
2017-01-25,A,1650,567,374,7,1836
2017-01-25,AB,375,164,108,3,428
2017-01-25,B,1699,628,362,17,1948
2017-01-25,O,3281,921,548,42,3612
2017-01-26,A,1836,391,338,20,1869
2017-01-26,AB,428,92,84,1,435
2017-01-26,B,1948,393,360,10,1971
2017-01-26,O,3612,626,555,33,3650
2017-01-27,A,1869,254,385,10,1728
2017-01-27,AB,435,79,91,4,419
2017-01-27,B,1971,250,376,14,1831
2017-01-27,O,3650,390,537,24,3479
2017-01-28,A,1728,179,328,7,1572
2017-01-28,AB,419,58,76,2,399
2017-01-28,B,1831,180,330,5,1676
2017-01-28,O,3479,299,478,22,3278
2017-01-29,A,1572,205,346,6,1425
2017-01-29,AB,399,48,90,3,354
2017-01-29,B,1676,221,359,12,1526
2017-01-29,O,3278,341,512,16,3091
2017-01-30,A,1425,178,374,8,1221
2017-01-30,AB,354,53,83,0,324
2017-01-30,B,1526,211,410,8,1319
2017-01-30,O,3091,298,509,16,2864
2017-01-31,A,1221,211,359,8,1065
2017-01-31,AB,324,48,95,1,276
2017-01-31,B,1319,225,368,9,1167
2017-01-31,O,2864,352,546,15,2655
2017-02-01,A,1065,307,384,8,980
2017-02-01,AB,276,82,91,3,264
2017-02-01,B,1167,357,352,2,1170
2017-02-01,O,2655,496,469,15,2667
2017-02-02,A,980,312,392,5,895
2017-02-02,AB,264,72,79,0,257
2017-02-02,B,1170,298,379,7,1082
2017-02-02,O,2667,535,570,14,2618
2017-02-03,A,895,256,352,1,798
2017-02-03,AB,257,44,84,2,215
2017-02-03,B,1082,287,370,6,993
2017-02-03,O,2618,381,560,22,2417
2017-02-04,A,798,315,372,4,737
2017-02-04,AB,215,71,63,1,222
2017-02-04,B,993,357,361,4,985
2017-02-04,O,2417,486,471,15,2417
2017-02-05,A,737,434,354,7,810
2017-02-05,AB,222,108,90,2,238
2017-02-05,B,985,507,351,4,1137
2017-02-05,O,2417,695,493,21,2598
2017-02-06,A,810,172,318,2,662
2017-02-06,AB,238,54,68,2,222
2017-02-06,B,1137,206,339,2,1002
2017-02-06,O,2598,293,555,14,2322
2017-02-07,A,662,311,340,3,630
2017-02-07,AB,222,92,85,1,228
2017-02-07,B,1002,341,380,10,953
2017-02-07,O,2322,478,476,15,2309
2017-02-08,A,630,363,341,6,646
2017-02-08,AB,228,92,85,2,233
2017-02-08,B,953,455,368,7,1033
2017-02-08,O,2309,646,456,17,2482
2017-02-09,A,646,777,386,4,1033
2017-02-09,AB,233,227,101,2,357
2017-02-09,B,1033,1110,378,8,1757
2017-02-09,O,2482,1461,555,17,3371
2017-02-10,A,1033,306,336,6,997
2017-02-10,AB,357,87,84,4,356
2017-02-10,B,1757,348,381,12,1712
2017-02-10,O,3371,464,510,17,3308
2017-02-11,A,997,333,310,3,1017
2017-02-11,AB,356,84,78,3,359
2017-02-11,B,1712,349,377,14,1670
2017-02-11,O,3308,476,438,24,3322
2017-02-12,A,1017,567,330,9,1245
2017-02-12,AB,359,127,84,3,399
2017-02-12,B,1670,576,360,11,1875
2017-02-12,O,3322,1017,507,25,3807
2017-02-13,A,1245,242,390,5,1092
2017-02-13,AB,399,70,87,1,381
2017-02-13,B,1875,295,411,10,1749
2017-02-13,O,3807,455,460,23,3779
2017-02-14,A,1092,431,350,7,1166
2017-02-14,AB,381,134,88,4,423
2017-02-14,B,1749,518,418,11,1838
2017-02-14,O,3779,804,534,34,4015
2017-02-15,A,1166,447,348,7,1258
2017-02-15,AB,423,120,88,4,451
2017-02-15,B,1838,550,397,14,1977
2017-02-15,O,4015,862,482,33,4362
2017-02-16,A,1258,396,351,12,1291
2017-02-16,AB,451,99,69,2,479
2017-02-16,B,1977,465,369,9,2064
2017-02-16,O,4362,652,535,41,4438
2017-02-17,A,1291,211,332,9,1161
2017-02-17,AB,479,75,82,7,465
2017-02-17,B,2064,236,375,8,1917
2017-02-17,O,4438,391,499,34,4296
2017-02-18,A,1161,363,337,11,1176
2017-02-18,AB,465,95,73,3,484
2017-02-18,B,1917,433,312,14,2024
2017-02-18,O,4296,652,426,43,4479
2017-02-19,A,1176,597,325,11,1437
2017-02-19,AB,484,152,77,4,555
2017-02-19,B,2024,645,319,25,2325
2017-02-19,O,4479,1032,433,59,5019
2017-02-20,A,1437,226,372,7,1284
2017-02-20,AB,555,64,95,7,517
2017-02-20,B,2325,274,355,19,2225
2017-02-20,O,5019,402,509,40,4872
2017-02-21,A,1284,466,369,13,1368
2017-02-21,AB,517,126,70,7,566
2017-02-21,B,2225,551,361,24,2391
2017-02-21,O,4872,741,526,49,5038
2017-02-22,A,1368,533,374,8,1519
2017-02-22,AB,566,141,90,6,611
2017-02-22,B,2391,659,377,23,2650
2017-02-22,O,5038,932,519,70,5381
2017-02-23,A,1519,398,331,8,1578
2017-02-23,AB,611,114,90,5,630
2017-02-23,B,2650,445,380,22,2693
2017-02-23,O,5381,641,519,74,5429
2017-02-24,A,1578,240,353,9,1456
2017-02-24,AB,630,64,75,4,615
2017-02-24,B,2693,316,385,28,2596
2017-02-24,O,5429,382,490,66,5255
2017-02-25,A,1456,426,341,11,1530
2017-02-25,AB,615,125,73,4,663
2017-02-25,B,2596,438,340,21,2673
2017-02-25,O,5255,726,426,69,5486
2017-02-26,A,1530,628,329,15,1814
2017-02-26,AB,663,144,64,13,730
2017-02-26,B,2673,589,361,22,2879
2017-02-26,O,5486,1003,460,102,5927
2017-02-27,A,1814,216,321,11,1698
2017-02-27,AB,730,57,87,11,689
2017-02-27,B,2879,252,362,35,2734
2017-02-27,O,5927,367,472,86,5736
2017-02-28,A,1698,473,355,7,1809
2017-02-28,AB,689,124,76,10,727
2017-02-28,B,2734,507,421,32,2788
2017-02-28,O,5736,746,529,96,5857
2017-03-01,A,1809,447,342,19,1895
2017-03-01,AB,727,117,75,14,755
2017-03-01,B,2788,518,415,31,2860
2017-03-01,O,5857,716,518,102,5953
2017-03-02,A,1895,360,374,9,1872
2017-03-02,AB,755,101,93,11,752
2017-03-02,B,2860,408,414,36,2818
2017-03-02,O,5953,621,559,100,5915
2017-03-03,A,1872,243,399,12,1704
2017-03-03,AB,752,70,87,4,731
2017-03-03,B,2818,224,407,27,2608
2017-03-03,O,5915,324,530,86,5623
2017-03-04,A,1704,386,354,12,1724
2017-03-04,AB,731,93,87,9,728
2017-03-04,B,2608,429,393,29,2615
2017-03-04,O,5623,569,498,79,5615
2017-03-05,A,1724,727,356,10,2085
2017-03-05,AB,728,151,83,11,785
2017-03-05,B,2615,729,379,32,2933
2017-03-05,O,5615,1210,546,106,6173
2017-03-06,A,2085,194,401,12,1866
2017-03-06,AB,785,62,82,7,758
2017-03-06,B,2933,224,404,30,2723
2017-03-06,O,6173,363,543,84,5909
2017-03-07,A,1866,261,353,14,1760
2017-03-07,AB,758,55,93,9,711
2017-03-07,B,2723,280,375,28,2600
2017-03-07,O,5909,413,583,78,5661
2017-03-08,A,1760,458,401,9,1808
2017-03-08,AB,711,118,76,8,745
2017-03-08,B,2600,522,423,30,2669
2017-03-08,O,5661,784,538,90,5817
2017-03-09,A,1808,334,431,13,1698
2017-03-09,AB,745,91,89,11,736
2017-03-09,B,2669,371,463,26,2551
2017-03-09,O,5817,559,577,82,5717
2017-03-10,A,1698,201,408,8,1483
2017-03-10,AB,736,44,94,11,675
2017-03-10,B,2551,216,425,10,2332
2017-03-10,O,5717,317,552,72,5410
2017-03-11,A,1483,458,343,13,1585
2017-03-11,AB,675,112,73,11,703
2017-03-11,B,2332,467,359,16,2424
2017-03-11,O,5410,714,463,62,5599
2017-03-12,A,1585,662,357,14,1876
2017-03-12,AB,703,176,74,5,800
2017-03-12,B,2424,751,344,28,2803
2017-03-12,O,5599,1208,555,100,6152
2017-03-13,A,1876,306,388,10,1784
2017-03-13,AB,800,92,105,11,776
2017-03-13,B,2803,299,423,24,2655
2017-03-13,O,6152,519,569,97,6005
2017-03-14,A,1784,389,389,12,1772
2017-03-14,AB,776,85,90,7,764
2017-03-14,B,2655,430,408,15,2662
2017-03-14,O,6005,600,543,91,5971
2017-03-15,A,1772,377,400,9,1740
2017-03-15,AB,764,86,83,11,756
2017-03-15,B,2662,452,388,23,2703
2017-03-15,O,5971,661,577,94,5961
2017-03-16,A,1740,432,388,9,1775
2017-03-16,AB,756,95,104,7,740
2017-03-16,B,2703,526,426,22,2781
2017-03-16,O,5961,731,613,88,5991
2017-03-17,A,1775,279,375,4,1675
2017-03-17,AB,740,65,99,3,703
2017-03-17,B,2781,294,406,27,2642
2017-03-17,O,5991,440,591,103,5737
2017-03-18,A,1675,346,398,12,1611
2017-03-18,AB,703,99,79,6,717
2017-03-18,B,2642,397,326,25,2688
2017-03-18,O,5737,566,501,83,5719
2017-03-19,A,1611,732,415,17,1911
2017-03-19,AB,717,178,96,15,784
2017-03-19,B,2688,816,369,31,3104
2017-03-19,O,5719,1353,532,101,6439
2017-03-20,A,1911,284,421,7,1767
2017-03-20,AB,784,68,97,8,747
2017-03-20,B,3104,300,386,30,2988
2017-03-20,O,6439,443,593,75,6214
2017-03-21,A,1767,329,382,13,1701
2017-03-21,AB,747,89,84,5,747
2017-03-21,B,2988,371,390,41,2928
2017-03-21,O,6214,563,611,99,6067
2017-03-22,A,1701,498,379,11,1809
2017-03-22,AB,747,121,86,13,769
2017-03-22,B,2928,596,408,42,3074
2017-03-22,O,6067,829,642,97,6157
2017-03-23,A,1809,388,385,9,1803
2017-03-23,AB,769,97,94,4,768
2017-03-23,B,3074,380,415,35,3004
2017-03-23,O,6157,658,593,96,6126
2017-03-24,A,1803,248,397,10,1644
2017-03-24,AB,768,61,98,5,726
2017-03-24,B,3004,268,382,34,2856
2017-03-24,O,6126,402,604,90,5834
2017-03-25,A,1644,422,334,17,1715
2017-03-25,AB,726,100,76,8,742
2017-03-25,B,2856,459,334,24,2957
2017-03-25,O,5834,684,514,107,5897
2017-03-26,A,1715,642,338,13,2006
2017-03-26,AB,742,173,81,9,825
2017-03-26,B,2957,659,333,29,3254
2017-03-26,O,5897,1009,516,119,6271
2017-03-27,A,2006,311,367,13,1937
2017-03-27,AB,825,92,76,14,827
2017-03-27,B,3254,342,392,28,3176
2017-03-27,O,6271,519,573,114,6103
2017-03-28,A,1937,459,379,11,2006
2017-03-28,AB,827,97,104,9,811
2017-03-28,B,3176,464,403,45,3192
2017-03-28,O,6103,756,599,99,6161
2017-03-29,A,2006,540,400,13,2133
2017-03-29,AB,811,124,90,13,832
2017-03-29,B,3192,584,424,47,3305
2017-03-29,O,6161,858,595,96,6328
2017-03-30,A,2133,542,393,19,2263
2017-03-30,AB,832,111,95,11,837
2017-03-30,B,3305,500,423,40,3342
2017-03-30,O,6328,862,584,102,6504
2017-03-31,A,2263,211,333,13,2128
2017-03-31,AB,837,49,86,8,792
2017-03-31,B,3342,217,392,35,3132
2017-03-31,O,6504,361,567,99,6199
2017-04-01,A,2128,366,315,12,2167
2017-04-01,AB,792,92,80,9,795
2017-04-01,B,3132,433,365,39,3161
2017-04-01,O,6199,601,529,93,6178
2017-04-02,A,2167,506,360,20,2293
2017-04-02,AB,795,118,106,14,793
2017-04-02,B,3161,556,335,39,3343
2017-04-02,O,6178,758,569,89,6278
2017-04-03,A,2293,232,414,21,2090
2017-04-03,AB,793,54,83,6,758
2017-04-03,B,3343,287,381,41,3208
2017-04-03,O,6278,435,599,99,6015
2017-04-04,A,2090,345,347,9,2079
2017-04-04,AB,758,90,80,8,760
2017-04-04,B,3208,418,405,37,3184
2017-04-04,O,6015,547,540,75,5947
2017-04-05,A,2079,448,377,14,2136
2017-04-05,AB,760,113,81,13,779
2017-04-05,B,3184,489,396,37,3240
2017-04-05,O,5947,747,545,82,6067
2017-04-06,A,2136,446,399,12,2171
2017-04-06,AB,779,120,78,14,807
2017-04-06,B,3240,512,463,34,3255
2017-04-06,O,6067,704,645,106,6020
2017-04-07,A,2171,228,360,10,2029
2017-04-07,AB,807,41,54,12,782
2017-04-07,B,3255,274,390,27,3112
2017-04-07,O,6020,411,613,82,5736
2017-04-08,A,2029,388,322,12,2083
2017-04-08,AB,782,90,63,11,798
2017-04-08,B,3112,435,365,37,3145
2017-04-08,O,5736,625,547,82,5732
2017-04-09,A,2083,570,380,9,2264
2017-04-09,AB,798,127,85,14,826
2017-04-09,B,3145,591,368,48,3320
2017-04-09,O,5732,896,580,104,5944
2017-04-10,A,2264,233,380,23,2094
2017-04-10,AB,826,56,197,5,680
2017-04-10,B,3320,228,375,34,3139
2017-04-10,O,5944,363,615,68,5624
2017-04-11,A,2094,452,371,12,2163
2017-04-11,AB,680,86,79,16,671
2017-04-11,B,3139,467,384,46,3176
2017-04-11,O,5624,737,527,82,5752
2017-04-12,A,2163,466,406,16,2207
2017-04-12,AB,671,92,78,5,680
2017-04-12,B,3176,498,391,46,3237
2017-04-12,O,5752,784,593,89,5854
2017-04-13,A,2207,336,394,25,2124
2017-04-13,AB,680,62,75,4,663
2017-04-13,B,3237,369,375,27,3204
2017-04-13,O,5854,606,629,91,5740
2017-04-14,A,2124,266,428,13,1949
2017-04-14,AB,663,28,66,6,619
2017-04-14,B,3204,301,434,35,3036
2017-04-14,O,5740,407,599,67,5481
2017-04-15,A,1949,398,377,18,1952
2017-04-15,AB,619,92,69,14,628
2017-04-15,B,3036,405,831,22,2588
2017-04-15,O,5481,650,527,85,5519
2017-04-16,A,1952,692,387,16,2241
2017-04-16,AB,628,163,67,7,717
2017-04-16,B,2588,812,307,41,3052
2017-04-16,O,5519,1263,506,106,6170
2017-04-17,A,2241,233,437,15,2022
2017-04-17,AB,717,61,59,6,713
2017-04-17,B,3052,273,372,34,2919
2017-04-17,O,6170,373,599,90,5854
2017-04-18,A,2022,277,407,9,1883
2017-04-18,AB,713,61,78,12,684
2017-04-18,B,2919,288,377,34,2796
2017-04-18,O,5854,436,611,77,5602
2017-04-19,A,1883,436,388,12,1919
2017-04-19,AB,684,91,68,3,704
2017-04-19,B,2796,449,356,32,2857
2017-04-19,O,5602,734,581,91,5664
2017-04-20,A,1919,429,354,11,1983
2017-04-20,AB,704,96,66,13,721
2017-04-20,B,2857,516,361,32,2980
2017-04-20,O,5664,776,550,102,5788
2017-04-21,A,1983,215,353,5,1840
2017-04-21,AB,721,75,66,8,722
2017-04-21,B,2980,235,356,26,2833
2017-04-21,O,5788,366,524,83,5547
2017-04-22,A,1840,422,318,13,1931
2017-04-22,AB,722,96,70,6,742
2017-04-22,B,2833,470,346,23,2934
2017-04-22,O,5547,720,482,80,5705
2017-04-23,A,1931,736,378,15,2274
2017-04-23,AB,742,163,73,10,822
2017-04-23,B,2934,750,335,40,3309
2017-04-23,O,5705,1234,454,112,6373
2017-04-24,A,2274,113,413,11,1963
2017-04-24,AB,822,21,59,5,779
2017-04-24,B,3309,130,362,33,3044
2017-04-24,O,6373,203,538,102,5936
2017-04-25,A,1963,291,343,10,1901
2017-04-25,AB,779,55,62,9,763
2017-04-25,B,3044,352,340,38,3018
2017-04-25,O,5936,521,499,87,5871
2017-04-26,A,1901,408,375,11,1923
2017-04-26,AB,763,87,50,9,791
2017-04-26,B,3018,458,334,40,3102
2017-04-26,O,5871,642,514,89,5910
2017-04-27,A,1923,385,381,10,1917
2017-04-27,AB,791,82,76,13,784
2017-04-27,B,3102,376,278,37,3163
2017-04-27,O,5910,566,535,89,5852
2017-04-28,A,1917,226,375,6,1762
2017-04-28,AB,784,67,74,8,769
2017-04-28,B,3163,278,346,43,3052
2017-04-28,O,5852,397,514,84,5651
2017-04-29,A,1762,235,346,9,1642
2017-04-29,AB,769,62,50,9,772
2017-04-29,B,3052,245,292,24,2981
2017-04-29,O,5651,399,432,75,5543
2017-04-30,A,1642,431,333,11,1729
2017-04-30,AB,772,128,60,10,830
2017-04-30,B,2981,454,279,32,3124
2017-04-30,O,5543,795,471,92,5775
2017-05-01,A,1729,898,385,18,2224
2017-05-01,AB,830,202,81,19,932
2017-05-01,B,3124,814,324,44,3570
2017-05-01,O,5775,1439,491,125,6598
2017-05-02,A,2224,269,352,25,2116
2017-05-02,AB,932,66,63,13,922
2017-05-02,B,3570,290,329,43,3488
2017-05-02,O,6598,395,530,115,6348
2017-05-03,A,2116,333,380,14,2055
2017-05-03,AB,922,87,83,19,907
2017-05-03,B,3488,381,344,34,3491
2017-05-03,O,6348,521,496,111,6262
2017-05-04,A,2055,397,377,16,2059
2017-05-04,AB,907,103,56,15,939
2017-05-04,B,3491,478,355,50,3564
2017-05-04,O,6262,635,542,95,6260
2017-05-05,A,2059,207,367,17,1882
2017-05-05,AB,939,46,75,22,888
2017-05-05,B,3564,211,340,35,3400
2017-05-05,O,6260,323,566,84,5933
2017-05-06,A,1882,375,342,8,1907
2017-05-06,AB,888,86,58,8,908
2017-05-06,B,3400,361,319,37,3405
2017-05-06,O,5933,564,446,98,5953
2017-05-07,A,1907,591,355,15,2128
2017-05-07,AB,908,128,61,13,962
2017-05-07,B,3405,630,317,50,3668
2017-05-07,O,5953,1051,490,115,6399
2017-05-08,A,2128,303,385,20,2026
2017-05-08,AB,962,61,64,24,935
2017-05-08,B,3668,413,353,52,3676
2017-05-08,O,6399,500,490,112,6297
2017-05-09,A,2026,488,366,20,2128
2017-05-09,AB,935,123,84,17,957
2017-05-09,B,3676,474,356,53,3741
2017-05-09,O,6297,804,523,104,6474
2017-05-10,A,2128,716,424,19,2401
2017-05-10,AB,957,169,71,23,1032
2017-05-10,B,3741,775,369,67,4080
2017-05-10,O,6474,1215,615,110,6964
2017-05-11,A,2401,404,388,19,2398
2017-05-11,AB,1032,109,65,25,1051
2017-05-11,B,4080,457,381,73,4083
2017-05-11,O,6964,617,548,134,6899
2017-05-12,A,2398,208,386,17,2203
2017-05-12,AB,1051,52,70,27,1006
2017-05-12,B,4083,205,355,60,3873
2017-05-12,O,6899,349,573,130,6545
2017-05-13,A,2203,365,378,20,2170
2017-05-13,AB,1006,100,64,25,1017
2017-05-13,B,3873,444,319,69,3929
2017-05-13,O,6545,654,516,118,6565
2017-05-14,A,2170,663,394,20,2419
2017-05-14,AB,1017,181,85,23,1090
2017-05-14,B,3929,695,338,65,4221
2017-05-14,O,6565,1253,558,149,7111
2017-05-15,A,2419,294,474,19,2220
2017-05-15,AB,1090,81,95,13,1063
2017-05-15,B,4221,365,398,57,4131
2017-05-15,O,7111,545,599,125,6932
2017-05-16,A,2220,411,418,19,2194
2017-05-16,AB,1063,103,80,23,1063
2017-05-16,B,4131,410,357,85,4099
2017-05-16,O,6932,600,591,119,6822
2017-05-17,A,2194,499,383,20,2290
2017-05-17,AB,1063,116,60,19,1100
2017-05-17,B,4099,537,357,70,4209
2017-05-17,O,6822,765,648,122,6817
2017-05-18,A,2290,481,407,19,2345
2017-05-18,AB,1100,125,89,27,1109
2017-05-18,B,4209,521,364,82,4284
2017-05-18,O,6817,741,618,107,6833
2017-05-19,A,2345,339,412,17,2255
2017-05-19,AB,1109,81,92,30,1068
2017-05-19,B,4284,388,340,70,4262
2017-05-19,O,6833,527,604,140,6616
2017-05-20,A,2255,631,398,21,2467
2017-05-20,AB,1068,166,85,22,1127
2017-05-20,B,4262,655,300,80,4537
2017-05-20,O,6616,966,606,120,6856
2017-05-21,A,2467,896,404,33,2926
2017-05-21,AB,1127,239,88,27,1251
2017-05-21,B,4537,912,343,110,4996
2017-05-21,O,6856,1483,580,136,7623
2017-05-22,A,2926,306,431,25,2776
2017-05-22,AB,1251,84,96,31,1208
2017-05-22,B,4996,351,382,107,4858
2017-05-22,O,7623,526,639,151,7359
2017-05-23,A,2776,410,435,33,2718
2017-05-23,AB,1208,123,97,17,1217
2017-05-23,B,4858,502,381,91,4888
2017-05-23,O,7359,701,608,159,7293
2017-05-24,A,2718,443,479,24,2658
2017-05-24,AB,1217,94,102,31,1178
2017-05-24,B,4888,473,349,110,4902
2017-05-24,O,7293,655,588,158,7202
2017-05-25,A,2658,429,412,17,2658
2017-05-25,AB,1178,123,103,35,1163
2017-05-25,B,4902,436,364,106,4868
2017-05-25,O,7202,706,622,142,7144
2017-05-26,A,2658,345,428,20,2555
2017-05-26,AB,1163,76,97,27,1115
2017-05-26,B,4868,373,386,96,4759
2017-05-26,O,7144,532,634,133,6909
2017-05-27,A,2555,66,379,21,2221
2017-05-27,AB,1115,13,84,20,1024
2017-05-27,B,4759,72,324,87,4420
2017-05-27,O,6909,133,537,110,6395
2017-05-28,A,2221,559,387,25,2368
2017-05-28,AB,1024,123,79,21,1047
2017-05-28,B,4420,567,344,84,4559
2017-05-28,O,6395,859,509,113,6632
2017-05-29,A,2368,121,387,16,2086
2017-05-29,AB,1047,34,109,12,960
2017-05-29,B,4559,149,325,81,4302
2017-05-29,O,6632,193,658,96,6071
2017-05-30,A,2086,167,407,9,1837
2017-05-30,AB,960,42,93,15,894
2017-05-30,B,4302,151,354,71,4028
2017-05-30,O,6071,232,594,76,5633
2017-05-31,A,1837,135,356,10,1606
2017-05-31,AB,894,42,101,9,826
2017-05-31,B,4028,166,325,69,3800
2017-05-31,O,5633,242,551,68,5256
2017-06-01,A,1606,180,417,1,1368
2017-06-01,AB,826,46,92,15,765
2017-06-01,B,3800,181,344,53,3584
2017-06-01,O,5256,298,563,51,4940
2017-06-02,A,1368,162,372,5,1153
2017-06-02,AB,765,54,99,8,712
2017-06-02,B,3584,181,356,42,3367
2017-06-02,O,4940,289,562,53,4614
2017-06-03,A,1153,191,348,3,993
2017-06-03,AB,712,45,73,14,670
2017-06-03,B,3367,190,284,48,3225
2017-06-03,O,4614,293,462,30,4415
2017-06-04,A,993,393,384,10,992
2017-06-04,AB,670,106,91,4,681
2017-06-04,B,3225,418,279,42,3322
2017-06-04,O,4415,747,453,49,4660
2017-06-05,A,992,106,387,5,706
2017-06-05,AB,681,25,81,4,621
2017-06-05,B,3322,111,357,33,3043
2017-06-05,O,4660,149,519,35,4255
2017-06-06,A,706,195,350,2,549
2017-06-06,AB,621,50,79,5,587
2017-06-06,B,3043,219,302,39,2921
2017-06-06,O,4255,338,514,38,4041
2017-06-07,A,549,212,379,3,379
2017-06-07,AB,587,35,90,1,531
2017-06-07,B,2921,187,311,28,2769
2017-06-07,O,4041,345,473,41,3872
2017-06-08,A,379,241,350,1,269
2017-06-08,AB,531,51,81,4,497
2017-06-08,B,2769,239,301,28,2679
2017-06-08,O,3872,373,466,32,3747
2017-06-09,A,269,107,321,0,55
2017-06-09,AB,497,33,85,3,442
2017-06-09,B,2679,149,299,19,2510
2017-06-09,O,3747,198,484,19,3442
2017-06-10,A,55,235,290,0,0
2017-06-10,AB,442,59,80,5,416
2017-06-10,B,2510,245,246,20,2489
2017-06-10,O,3442,375,411,26,3380
2017-06-11,A,0,577,304,1,272
2017-06-11,AB,416,146,75,5,482
2017-06-11,B,2489,597,269,33,2784
2017-06-11,O,3380,991,425,31,3915
2017-06-12,A,272,149,345,1,75
2017-06-12,AB,482,29,87,2,422
2017-06-12,B,2784,150,303,27,2604
2017-06-12,O,3915,203,438,26,3654
2017-06-13,A,75,256,323,0,8
2017-06-13,AB,422,51,170,1,302
2017-06-13,B,2604,294,297,16,2585
2017-06-13,O,3654,416,453,34,3583
2017-06-14,A,8,319,323,0,4
2017-06-14,AB,302,63,66,3,296
2017-06-14,B,2585,263,282,22,2544
2017-06-14,O,3583,532,462,30,3623
2017-06-15,A,4,293,297,0,0
2017-06-15,AB,296,70,69,3,294
2017-06-15,B,2544,300,280,20,2544
2017-06-15,O,3623,518,450,26,3665
2017-06-16,A,0,206,206,0,0
2017-06-16,AB,294,59,77,3,273
2017-06-16,B,2544,234,308,29,2441
2017-06-16,O,3665,310,453,24,3498
2017-06-17,A,0,297,283,0,14
2017-06-17,AB,273,63,64,2,270
2017-06-17,B,2441,292,275,12,2446
2017-06-17,O,3498,481,394,25,3560
2017-06-18,A,14,818,264,1,567
2017-06-18,AB,270,173,69,0,374
2017-06-18,B,2446,764,256,27,2927
2017-06-18,O,3560,1354,417,51,4446
2017-06-19,A,567,213,325,1,454
2017-06-19,AB,374,47,67,3,351
2017-06-19,B,2927,238,269,19,2877
2017-06-19,O,4446,332,419,53,4306
2017-06-20,A,454,303,264,1,492
2017-06-20,AB,351,64,71,0,344
2017-06-20,B,2877,309,272,29,2885
2017-06-20,O,4306,504,398,50,4362
2017-06-21,A,492,231,257,2,464
2017-06-21,AB,344,58,81,3,318
2017-06-21,B,2885,218,253,28,2822
2017-06-21,O,4362,373,412,46,4277
2017-06-22,A,464,238,281,2,419
2017-06-22,AB,318,64,80,3,299
2017-06-22,B,2822,285,263,26,2818
2017-06-22,O,4277,420,377,34,4286
2017-06-23,A,419,184,243,4,356
2017-06-23,AB,299,39,56,1,281
2017-06-23,B,2818,182,262,26,2712
2017-06-23,O,4286,281,371,37,4159
2017-06-24,A,356,199,244,1,310
2017-06-24,AB,281,53,53,2,279
2017-06-24,B,2712,242,236,28,2690
2017-06-24,O,4159,423,330,35,4217
2017-06-25,A,310,17,220,1,106
2017-06-25,AB,279,2,48,4,229
2017-06-25,B,2690,22,228,13,2471
2017-06-25,O,4217,30,309,25,3913
2017-06-26,A,106,1,107,0,0
2017-06-26,AB,229,0,44,1,184
2017-06-26,B,2471,5,215,19,2242
2017-06-26,O,3913,18,374,33,3524
2017-06-27,A,0,98,98,0,0
2017-06-27,AB,184,32,62,1,153
2017-06-27,B,2242,113,236,10,2109
2017-06-27,O,3524,218,365,16,3361
2017-06-28,A,0,187,187,0,0
2017-06-28,AB,153,54,64,1,142
2017-06-28,B,2109,195,233,10,2061
2017-06-28,O,3361,362,320,15,3388
2017-06-29,A,0,234,234,0,0
2017-06-29,AB,142,70,61,1,150
2017-06-29,B,2061,266,476,10,1841
2017-06-29,O,3388,412,330,29,3441
2017-06-30,A,0,221,221,0,0
2017-06-30,AB,150,45,55,4,136
2017-06-30,B,1841,246,218,13,1856
2017-06-30,O,3441,337,366,23,3389
2017-07-01,A,0,301,229,2,70
2017-07-01,AB,136,75,62,0,149
2017-07-01,B,1856,343,234,10,1955
2017-07-01,O,3389,657,320,28,3698
2017-07-02,A,70,591,240,4,417
2017-07-02,AB,149,137,66,0,220
2017-07-02,B,1955,653,235,18,2355
2017-07-02,O,3698,1089,361,43,4383
2017-07-03,A,417,170,253,3,331
2017-07-03,AB,220,39,68,1,190
2017-07-03,B,2355,222,256,25,2296
2017-07-03,O,4383,400,423,48,4312
2017-07-04,A,331,277,306,0,302
2017-07-04,AB,190,84,68,1,205
2017-07-04,B,2296,332,227,12,2389
2017-07-04,O,4312,526,368,44,4426
2017-07-05,A,302,312,278,0,336
2017-07-05,AB,205,85,57,1,232
2017-07-05,B,2389,336,262,14,2449
2017-07-05,O,4426,632,408,37,4613
2017-07-06,A,336,287,300,1,322
2017-07-06,AB,232,70,61,1,240
2017-07-06,B,2449,358,246,26,2535
2017-07-06,O,4613,614,403,49,4775
